,Unnamed: 0,release_date,Title,production_budget,domestic_gross,worldwide_gross,distributor,mpaa_rating,genre,Director,Writer,Actors,Runtime,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,BoxOffice
2454,2455,4/3/1998,The Spanish Prisoner,10000000,10162034,13835130,Sony Pictures Classics,PG,Drama,David Mamet,David Mamet,"Steve Martin, Ben Gazzara, Campbell Scott",110 min,English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BNzg1NTQ1ZDMtYjBkNS00NTU5LTliNjgtOGVhNGY0ZjYyY2U3XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,70,7.2,"25,382","$9,593,903 "
2455,2456,6/11/1999,Le Violon rouge,10000000,10019109,10019109,Lionsgate,R,Drama,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found
2456,2457,7/9/2004,Sleepover,10000000,9408183,9408183,MGM,PG,Adventure,Joe Nussbaum,Elisa Bell,"Alexa PenaVega, Mika Boorem, Scout Taylor-Compton",89 min,English,United States,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTA4ODg1OTk2MjJeQTJeQWpwZ15BbWU3MDc4MzIyNzQ@._V1_SX300.jpg,33,5.3,"17,653","$9,436,390 "
2457,2458,1/25/2013,Movie 43,10000000,8840453,31164747,Relativity,R,Comedy,"Elizabeth Banks, Steven Brill, Steve Carr","Rocky Russo, Jeremy Sosenko, Ricky Blitt","Emma Stone, Stephen Merchant, Richard Gere",94 min,English,United States,4 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BMTg4NzQ3NDM1Nl5BMl5BanBnXkFtZTcwNjEzMjM3OA@@._V1_SX300.jpg,18,4.3,"110,281","$8,840,453 "
2458,2459,5/21/2010,MacGruber,10000000,8525600,8629895,Universal,R,Comedy,Jorma Taccone,"Will Forte, John Solomon, Jorma Taccone","Will Forte, Kristen Wiig, Val Kilmer",90 min,"English, Russian",United States,3 nominations,https://m.media-amazon.com/images/M/MV5BMjE4MDY1ODY5Nl5BMl5BanBnXkFtZTcwNjgzMTEzMw@@._V1_SX300.jpg,43,5.6,"46,730","$8,525,600 "
2459,2460,7/18/2003,Dirty Pretty Things,10000000,8112414,14156753,Miramax,R,Drama,Stephen Frears,Steven Knight,"Chiwetel Ejiofor, Audrey Tautou, Sophie Okonedo",97 min,"English, Somali, Spanish, French",United Kingdom,Nominated for 1 Oscar. 16 wins & 28 nominations total,https://m.media-amazon.com/images/M/MV5BNDMxOGM4ZjgtZjJhNS00MzVjLWI2ZjctYzhjN2NkMGI5OWZkXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,78,7.3,"43,664","$8,112,414 "
2460,2461,3/14/2014,Bad Words,10000000,7779614,7843145,Focus Features,R,Comedy,Jason Bateman,Andrew Dodge,"Jason Bateman, Kathryn Hahn, Allison Janney",89 min,English,United States,2 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BN2M1MDljMmItMDE0ZS00OTQxLTkxNmQtMTgwZjk3NmM3MDc4XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,57,6.6,"54,206","$7,779,614 "
2461,2462,3/27/2015,While We're Young,10000000,7582065,14956484,A24,R,Comedy,Noah Baumbach,"Noah Baumbach, Henrik Ibsen, Wallace Shawn","Ben Stiller, Naomi Watts, Adam Driver",97 min,English,United States,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTc4MDEzMTA5MF5BMl5BanBnXkFtZTgwODA5MTM0NDE@._V1_SX300.jpg,77,6.3,"52,451","$7,587,485 "
2462,2463,2/1/2008,Over Her Dead Body,10000000,7570127,21596074,New Line,PG-13,Comedy,Jeff Lowell,Jeff Lowell,"Eva Longoria, Paul Rudd, Lake Bell",95 min,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNDE0MjA2ODQ2NF5BMl5BanBnXkFtZTcwMjU4ODQ1MQ@@._V1_SX300.jpg,30,5.2,"25,237","$7,563,670 "
2463,2464,10/24/2001,Bones,10000000,7316658,8378853,New Line,R,Horror,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found
2464,2465,2/11/2011,Cedar Rapids,10000000,6861102,7862131,Fox Searchlight,R,Comedy,Miguel Arteta,Phil Johnston,"Ed Helms, John C. Reilly, Anne Heche",87 min,English,United States,1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BNDUwMjQ3MzQwM15BMl5BanBnXkFtZTcwMDAzNjUyNA@@._V1_SX300.jpg,70,6.3,"39,184","$6,861,102 "
2465,2466,11/30/2012,The Collection,10000000,6810754,8890094,LD Distribution,R,Horror,Marcus Dunstan,"Patrick Melton, Marcus Dunstan","Josh Stewart, Emma Fitzpatrick, Christopher McDonald",82 min,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BODQ0MDgzNDA0NV5BMl5BanBnXkFtZTcwNDM4MDQ1OA@@._V1_SX300.jpg,38,6.1,"52,831","$6,842,058 "
2466,2467,10/30/1998,American History X,10000000,6719864,6719864,New Line,R,Drama,Tony Kaye,David McKenna,"Edward Norton, Edward Furlong, Beverly D'Angelo",119 min,English,United States,Nominated for 1 Oscar. 4 wins & 15 nominations total,https://m.media-amazon.com/images/M/MV5BZTJhN2FkYWEtMGI0My00YWM4LWI2MjAtM2UwNjY4MTI2ZTQyXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg,62,8.5,"1,159,728","$6,719,864 "
2467,2468,1/16/2004,Teacher's Pet: The Movie,10000000,6491969,6491969,Walt Disney,PG,Adventure,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found
2468,2469,10/15/1999,The Straight Story,10000000,6197866,6197866,Walt Disney,G,Drama,David Lynch,"John Roach, Mary Sweeney","Richard Farnsworth, Sissy Spacek, Jane Galloway Heitz",112 min,English,"United Kingdom, France, United States",Nominated for 1 Oscar. 18 wins & 40 nominations total,https://m.media-amazon.com/images/M/MV5BM2UxYTMwMWUtOGM1OS00MDI4LWFhNTUtOTA4NWI2ZjEwNmMxXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,86,8,"94,839","$6,203,044 "
2469,2470,5/3/2002,Deuces Wild,10000000,6044618,6244618,MGM,R,Drama,Scott Kalvert,"Paul Kimatian, Christopher Gambale","Stephen Dorff, Brad Renfro, Fairuza Balk",96 min,English,"Germany, United States",1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BOTM2MzAzMjgyMV5BMl5BanBnXkFtZTYwNzA5ODc2._V1_SX300.jpg,16,5.6,"7,721","$6,080,065 "
2470,2471,3/28/2008,"Run, Fatboy, Run",10000000,6003262,33512260,Picturehouse,PG-13,Comedy,David Schwimmer,"Michael Ian Black, Simon Pegg","Simon Pegg, Thandiwe Newton, Hank Azaria",100 min,English,"United Kingdom, United States",3 nominations,https://m.media-amazon.com/images/M/MV5BMTgzOTg0NTk5NF5BMl5BanBnXkFtZTcwMjMxNDI2MQ@@._V1_SX300.jpg,48,6.5,"69,422","$6,003,262 "
2471,2472,12/18/1981,Heartbeeps,10000000,6000000,6000000,Universal,,Comedy,Allan Arkush,John Hill,"Andy Kaufman, Bernadette Peters, Randy Quaid",78 min,English,United States,Nominated for 1 Oscar. 9 nominations total,https://m.media-amazon.com/images/M/MV5BOTI4Mzk2M2EtMGE0NC00NWYzLWI5YWMtNWU4NjY5YzRhZTUxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,N/A,4.2,"1,631","$2,154,696 "
2472,2473,3/20/2015,Danny Collins,10000000,5637066,7501132,Bleecker Street,R,Comedy,Dan Fogelman,Dan Fogelman,"Al Pacino, Annette Bening, Jennifer Garner",106 min,English,United States,1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BNDk5NTYxOTk2MV5BMl5BanBnXkFtZTgwMzIxMjE0MzE@._V1_SX300.jpg,58,7,"32,750","$5,637,066 "
2473,2474,7/4/2007,Rescue Dawn,10000000,5490423,7037886,MGM,PG-13,Action,Werner Herzog,Werner Herzog,"Christian Bale, Steve Zahn, Jeremy Davies",125 min,"English, Lao, Vietnamese","United States, Luxembourg",1 win & 6 nominations,https://m.media-amazon.com/images/M/MV5BNzUxNzUzNzU2MV5BMl5BanBnXkFtZTcwNTgzNzU2NA@@._V1_SX300.jpg,77,7.3,"109,470","$5,490,423 "
2474,2475,4/5/2000,Black and White,10000000,5241315,5241315,Sony Pictures,R,Drama,Ahmet Boyacioglu,Ahmet Boyacioglu,"Tuncel Kurtiz, Erkan Can, Sevval Sam",90 min,Turkish,Turkey,4 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BZmNiNjM1NmQtNjc0ZS00YTNlLWJiYTUtODE5MjRkZjMxMTQzXkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_SX300.jpg,N/A,6.1,"1,412",N/A
2475,2476,6/18/2010,Io sono l’amore,10000000,5005465,15121528,Magnolia Pictures,R,Drama,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found
2476,2477,6/15/2018,Gotti,10000000,4286367,6089100,Vertical Entertainment,R,Drama,Kevin Connolly,"Leo Rossi, Lem Dobbs","John Travolta, Spencer Rocco Lofranco, Kelly Preston",112 min,English,"Canada, United States",7 nominations,https://m.media-amazon.com/images/M/MV5BMjAyODI1NDMxOV5BMl5BanBnXkFtZTgwNDg0Njg0NTM@._V1_SX300.jpg,24,4.8,"16,598","$4,343,227 "
2477,2478,3/16/2012,"Jeff, Who Lives at Home",10000000,4269426,4708127,Paramount Vantage,R,Comedy,"Jay Duplass, Mark Duplass","Jay Duplass, Mark Duplass","Jason Segel, Ed Helms, Judy Greer",83 min,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTgyNzQ0MjY5Ml5BMl5BanBnXkFtZTcwNDgyNzkyNw@@._V1_SX300.jpg,60,6.4,"65,144","$4,269,426 "
2478,2479,9/30/2016,Denial,10000000,4073448,9263940,Bleecker Street,PG-13,Drama,Mick Jackson,"Deborah Lipstadt, David Hare","Rachel Weisz, Tom Wilkinson, Timothy Spall",109 min,"English, German, Hebrew","United Kingdom, United States",Nominated for 1 BAFTA Award7 nominations total,https://m.media-amazon.com/images/M/MV5BMjMzODExNDEzMl5BMl5BanBnXkFtZTgwMDg3NjIyOTE@._V1_SX300.jpg,63,6.8,"22,914","$4,073,489 "
2479,2480,3/30/2016,Everybody Wants Some,10000000,3400278,5437126,Paramount Pictures,R,Comedy,Bionca,N/A,"Cumisha Amado, Bionca, Paisley Hunter, Jill Kelly",83 min,English,USA,N/A,N/A,N/A,N/A,N/A,N/A
2480,2481,10/4/1996,Crash,10000000,3357324,3357324,Fine Line,R,Drama,Paul Haggis,"Paul Haggis, Bobby Moresco","Don Cheadle, Sandra Bullock, Thandiwe Newton",112 min,"English, Persian, Spanish, Mandarin, Korean","United States, Germany, Australia",Won 3 Oscars. 66 wins & 112 nominations total,https://m.media-amazon.com/images/M/MV5BOTk1OTA1MjIyNV5BMl5BanBnXkFtZTcwODQxMTkyMQ@@._V1_SX300.jpg,66,7.7,"444,933","$54,580,300 "
2481,2482,10/12/2012,Atlas Shrugged: Part II,10000000,3336053,3336053,Atlas Distribution,PG-13,Drama,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found
2482,2483,2/4/1994,Romeo Is Bleeding,10000000,3275585,3275585,Gramercy,R,Drama,Peter Medak,Hilary Henkin,"Gary Oldman, Lena Olin, Wallace Wood",110 min,English,"United Kingdom, United States",2 nominations,https://m.media-amazon.com/images/M/MV5BNTY1OTA1ZDEtNzVmNi00MWEwLWJlYjItM2UyZDhmNmZiZDE2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,50,6.6,"14,820","$3,275,585 "
2483,2484,10/8/1999,The Limey,10000000,3193102,6030047,Artisan,R,Drama,Steven Soderbergh,Lem Dobbs,"Terence Stamp, Peter Fonda, Lesley Ann Warren",89 min,English,United States,1 win & 9 nominations,https://m.media-amazon.com/images/M/MV5BNzA1MzgyNzMtNWRiOC00MDY3LTlkYjQtZGZjMWU4NWEyZWVmXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg,73,6.9,"34,171","$3,204,663 "
2484,2485,11/14/2014,Rosewater,10000000,3128941,3185717,Open Road,R,Drama,Jon Stewart,"Jon Stewart, Maziar Bahari, Aimee Molloy","Gael García Bernal, Kim Bodnia, Dimitri Leonidas",103 min,English,United States,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BNjY1NjQ1NjMzNl5BMl5BanBnXkFtZTgwNzU0Mjc1MjE@._V1_SX300.jpg,67,6.6,"10,906","$3,128,941 "
2485,2486,12/22/2000,The House of Mirth,10000000,3041803,5149131,Sony Pictures Classics,PG,Drama,Terence Davies,"Edith Wharton, Terence Davies","Gillian Anderson, Dan Aykroyd, Eleanor Bron",135 min,"English, French, German","United Kingdom, France, Germany, United States",Nominated for 2 BAFTA 6 wins & 29 nominations total,https://m.media-amazon.com/images/M/MV5BOTk4NWFjOWEtNDdiZC00N2IyLWIwZTYtZDU2YTNlOTFmOWNjXkEyXkFqcGdeQXVyMTk3NDAwMzI@._V1_SX300.jpg,78,7,"7,858","$3,043,284 "
2486,2487,5/1/1987,Malone,10000000,3000000,3000000,Orion Pictures,R,Action,"Russell Mulcahy, Martin Weisz",Mark Hosack,"Thomas Jane, Ving Rhames, Elsa Pataky",96 min,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNjk4Njc2NjgwOF5BMl5BanBnXkFtZTcwNTg0MjIyMw@@._V1_SX300.jpg,N/A,5.8,"6,561",N/A
2487,2488,6/2/2006,Peaceful Warrior,10000000,2893666,3260179,Universal,PG-13,Drama,Victor Salva,"Kevin Bernhardt, Dan Millman","Scott Mechlowicz, Nick Nolte, Amy Smart",120 min,English,"United States, Germany",N/A,https://m.media-amazon.com/images/M/MV5BMTYxMDkyMTIwN15BMl5BanBnXkFtZTcwNjQ3MTkzMQ@@._V1_SX300.jpg,40,7.2,"29,408","$3,960,414 "
2488,2489,9/9/2011,Bucky Larson: Born to Be a Star,10000000,2529395,2529395,Sony Pictures,R,Comedy,Tom Brady,"Adam Sandler, Allen Covert, Nick Swardson","Nick Swardson, Don Johnson, Christina Ricci",97 min,English,United States,1 win & 6 nominations,https://m.media-amazon.com/images/M/MV5BMjIzMjY4MTk2M15BMl5BanBnXkFtZTcwNzQ3ODg3NQ@@._V1_SX300.jpg,9,3.3,"12,653","$2,529,395 "
2489,2490,10/6/2000,Bamboozled,10000000,2185266,2373937,New Line,R,Drama,Spike Lee,Spike Lee,"Damon Wayans, Savion Glover, Jada Pinkett Smith",135 min,English,United States,1 win & 10 nominations,https://m.media-amazon.com/images/M/MV5BMTI2ODIzMjUyMV5BMl5BanBnXkFtZTYwNzEyMzY3._V1_SX300.jpg,56,6.6,"12,084","$2,274,979 "
2490,2491,5/3/2013,The Iceman,10000000,1930282,3623609,Alchemy,R,Drama,Ariel Vromen,"Morgan Land, Ariel Vromen, Anthony Bruno","Michael Shannon, Chris Evans, James Franco",106 min,English,United States,2 wins,https://m.media-amazon.com/images/M/MV5BNDQyMjM5MTc2OF5BMl5BanBnXkFtZTgwMzg1NTMxMjE@._V1_SX300.jpg,60,6.8,"77,818","$1,969,193 "
2491,2492,4/21/2017,Free Fire,10000000,1799322,3793739,A24,R,Action,Ben Wheatley,"Amy Jump, Ben Wheatley","Sharlto Copley, Brie Larson, Armie Hammer",91 min,English,United Kingdom,3 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BOWZjMDVhMDgtMTljZC00NmM0LWE1ODYtNGZmMGRhZTc3MTg2XkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_SX300.jpg,63,6.3,"49,302","$1,799,312 "
2492,2493,6/24/2011,A Better Life,10000000,1759252,1884251,Summit Entertainment,PG-13,Drama,Chris Weitz,"Eric Eason, Roger L. Simon","Demián Bichir, José Julián, Eddie 'Piolin' Sotelo",98 min,"English, Spanish",United States,Nominated for 1 Oscar. 5 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BOWFmYzQ3MWUtNTdmNS00YjE0LTgwNzktOTgzZTY0MDc1NjAwXkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_SX300.jpg,64,7.2,"16,366","$1,759,252 "
2493,2494,2/28/2003,Spider,10000000,1641788,1641788,Sony Pictures Classics,R,Drama,David Cronenberg,Patrick McGrath,"Ralph Fiennes, Miranda Richardson, Gabriel Byrne",98 min,English,"Canada, United Kingdom",13 wins & 25 nominations,https://m.media-amazon.com/images/M/MV5BMmY4OGRmNWMtNmIyNS00YWQ5LWJmMGUtMDI3MWRlMmQ0ZDQzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,83,6.8,"40,567","$1,642,483 "
2494,2495,12/27/2002,Nicholas Nickleby,10000000,1562800,1562800,United Artists,PG,Drama,Douglas McGrath,"Charles Dickens, Douglas McGrath","Charlie Hunnam, Jamie Bell, Christopher Plummer",132 min,English,"United Kingdom, United States",1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BMjQxNjMzODA3NF5BMl5BanBnXkFtZTgwMjU4MDcxMDI@._V1_SX300.jpg,71,7.1,"13,238","$1,587,173 "
2495,2496,3/21/2014,50 to 1,10000000,1069454,1069454,Ten Furlongs,PG-13,Drama,Jim Wilson,"Faith Conroy, Jim Wilson","Skeet Ulrich, Christian Kane, William Devane",110 min,"English, Portuguese",United States,N/A,https://m.media-amazon.com/images/M/MV5BNTQ0MDc0NTQ1OV5BMl5BanBnXkFtZTgwNDY2NjU3MDE@._V1_SX300.jpg,37,6.3,"2,188","$1,064,454 "
2496,2497,5/2/2003,Owning Mahowny,10000000,1011054,1011054,Sony Pictures Classics,R,Drama,Richard Kwietniowski,"Gary Stephen Ross, Maurice Chauvet","Philip Seymour Hoffman, Minnie Driver, John Hurt",104 min,English,"Canada, United Kingdom",3 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BMTI1MDg5NDY4Nl5BMl5BanBnXkFtZTYwODYxNzk5._V1_SX300.jpg,70,7,"13,956","$1,011,871 "
2497,2498,10/19/2007,The Ten Commandments,10000000,952820,1051907,Rocky Mountain Pict…,PG,Adventure,Cecil B. DeMille,"Dorothy Clarke Wilson, J.H. Ingraham, A.E. Southon","Charlton Heston, Yul Brynner, Anne Baxter",220 min,English,United States,Won 1 Oscar. 12 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BODcxYjUxZDgtYTQ5Zi00YmQ1LWJmZmItODZkOTYyNDhiNWM3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,N/A,7.9,"75,210","$65,500,000 "
2498,2499,9/7/2007,The Brothers Solomon,10000000,900926,900926,Sony Pictures,R,Comedy,Bob Odenkirk,Will Forte,"Will Arnett, Will Forte, Jenna Fischer",93 min,English,United States,1 win,https://m.media-amazon.com/images/M/MV5BMTUxNzUwNzcyNV5BMl5BanBnXkFtZTcwNjM3MTg0MQ@@._V1_SX300.jpg,32,5.3,"11,382","$900,926 "
2499,2500,4/4/2008,My Blueberry Nights,10000000,866778,22198996,Weinstein Co.,PG-13,Drama,Kar-Wai Wong,"Kar-Wai Wong, Lawrence Block","Norah Jones, Jude Law, Natalie Portman",95 min,English,"China, France, United States, Hong Kong",5 nominations,https://m.media-amazon.com/images/M/MV5BNmExMzllOWItNzliNi00YWQ1LTkxOGItNzZmYmUzNDU2M2MyXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg,51,6.6,"55,942","$867,275 "
2500,2501,8/6/1999,Illuminata,10000000,836641,836641,Artisan,R,Drama,John Turturro,"Brandon Cole, John Turturro","Leo Bassi, Henri Béhar, Maurizio Benazzo",119 min,English,"Spain, United States, Japan",1 nomination,https://m.media-amazon.com/images/M/MV5BNDM3NzcyYjgtYmFiMy00NDg5LWI0NTMtYTAyYTA5OTNmODBiXkEyXkFqcGdeQXVyMjk1NzAxNg@@._V1_SX300.jpg,60,6,"1,702","$840,134 "
2501,2502,1/20/2012,Coriolanus,10000000,749641,2179623,Weinstein Co.,R,Drama,Ralph Fiennes,"John Logan, William Shakespeare","Ralph Fiennes, Gerard Butler, Brian Cox",123 min,English,United Kingdom,Nominated for 1 BAFTA Award10 wins & 18 nominations total,https://m.media-amazon.com/images/M/MV5BMTcyMjAwMjA2N15BMl5BanBnXkFtZTcwOTI0MjA0Ng@@._V1_SX300.jpg,79,6.1,"33,134","$757,195 "
2502,2503,10/4/2013,Parkland,10000000,641439,1616353,Exclusive Releasing,PG-13,Drama,Peter Landesman,"Peter Landesman, Vincent Bugliosi","Zac Efron, Tom Welling, Billy Bob Thornton",93 min,English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BMjE2NjkwNDE2MF5BMl5BanBnXkFtZTgwNDY5ODIxMDE@._V1_SX300.jpg,51,6.4,"17,104","$653,651 "
2503,2504,4/2/2004,Shaolin Soccer,10000000,488872,42776032,Miramax,PG-13,Comedy,Stephen Chow,"Stephen Chow, Kan-Cheung Tsang, Min-Hun Fung","Stephen Chow, Wei Zhao, Yat-Fei Wong",87 min,"Cantonese, Mandarin","Hong Kong, China",12 wins & 19 nominations,https://m.media-amazon.com/images/M/MV5BMjhlMWE5NzktNmE4Ny00ZWFlLTk5MzUtZDZhZmQ0YmVlNDI0XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_SX300.jpg,68,7.3,"85,684","$489,600 "
2504,2505,9/14/2007,King of California,10000000,268461,1165102,First Look,PG-13,Drama,M. Cahill,M. Cahill,"Michael Douglas, Evan Rachel Wood, Willis Burks II",93 min,"English, Spanish",United States,N/A,https://m.media-amazon.com/images/M/MV5BMzQxMzIzMjY3N15BMl5BanBnXkFtZTcwMDMzMjM1MQ@@._V1_SX300.jpg,63,6.6,"23,437","$268,461 "
2505,2506,10/24/1997,Rien ne va plus,10000000,245359,5045359,New Yorker,,Comedy,"Gusztáv Hámos, Katja Pratschke","Gusztáv Hámos, Katja Pratschke","André Hennicke, Ariella Hirshfeld, Mehdi Moinzadeh",29 min,N/A,Germany,N/A,N/A,N/A,7.1,17,N/A
2506,2507,8/14/1998,La femme de chambre du Titanic,10000000,244465,244465,MGM,,Drama,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found
2507,2508,12/17/2004,Imaginary Heroes,10000000,228524,290875,Sony Pictures Classics,R,Drama,Dan Harris,Dan Harris,"Sigourney Weaver, Jeff Daniels, Emile Hirsch",111 min,English,"United States, Germany, Belgium",1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BMTcyNjY5ODYzMF5BMl5BanBnXkFtZTYwMDg2MjY2._V1_SX300.jpg,53,7.1,"9,873","$228,767 "
2508,2509,5/3/2013,"Cinco de Mayo, La Batalla",10000000,173472,173472,Lionsgate,R,Action,Rafa Lara,Rafa Lara,"Christian Vazquez, Angélica Aragón, Liz Gallardo",125 min,"Spanish, French, English",Mexico,3 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMjAzMjg4MDU1OF5BMl5BanBnXkFtZTcwNjg4MDU0OQ@@._V1_SX300.jpg,N/A,6.2,934,"$173,472 "
2509,2510,10/29/2010,Welcome to the Rileys,10000000,152857,355919,Samuel Goldwyn Films,R,Drama,Jake Scott,Ken Hixon,"James Gandolfini, Kristen Stewart, Melissa Leo",110 min,English,"United Kingdom, United States",2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTQzOTkxMTY3MV5BMl5BanBnXkFtZTcwNjMyMzk5Mw@@._V1_SX300.jpg,50,6.9,"25,018","$158,898 "
2510,2511,9/9/2016,Kicks,10000000,150191,150191,Focus World,R,Adventure,Justin Tipping,"Joshua Beirne-Golden, Justin Tipping","Jahking Guillory, Christopher Meyer, Christopher Jordan Wallace",80 min,English,United States,4 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTgzMTk0ODc5OF5BMl5BanBnXkFtZTgwMTAyMTc0OTE@._V1_SX300.jpg,69,6.4,"4,459","$150,191 "
2511,2512,6/1/2012,High School,10000000,139034,248133,Anchor Bay Entertai…,R,Comedy,John Stalberg Jr.,"Erik Linthorst, John Stalberg Jr., Stephen Susco","Matt Bush, Sean Marquette, Adrien Brody",99 min,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTU0ODM2NTQxMF5BMl5BanBnXkFtZTcwMjYxNTU0Nw@@._V1_SX300.jpg,31,5.7,"7,817","$139,034 "
2512,2513,5/18/2007,Severance,10000000,137221,5950002,Magnolia Pictures,R,Comedy,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found
2513,2514,4/23/2010,Joheunnom nabbeunnom isanghannom,10000000,128486,42226657,,R,Action,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found
2514,2515,8/26/1994,Police Academy 7: Mission to Moscow,10000000,126247,126247,Warner Bros.,PG,Comedy,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found
2515,2516,2/19/2010,Blood Done Sign My Name,10000000,109383,109383,Paladin,PG-13,Drama,Jeb Stuart,"Jeb Stuart, Timothy Tyson","Susan Walters, Michael Rooker, Natalie Alyn Lind",128 min,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTgwNjk4NjM4OV5BMl5BanBnXkFtZTcwNDY2ODkxMw@@._V1_SX300.jpg,49,6.5,631,"$109,383 "
2516,2517,10/23/2009,Motherhood,10000000,93388,723388,Freestyle Releasing,PG-13,Comedy,Katherine Dieckmann,Katherine Dieckmann,"Uma Thurman, Anthony Edwards, Minnie Driver",90 min,English,United States,1 win,https://m.media-amazon.com/images/M/MV5BMTk0OTYwOTA2Ml5BMl5BanBnXkFtZTcwNDgxOTg3Mg@@._V1_SX300.jpg,34,4.6,"4,693","$93,388 "
2517,2518,10/15/2004,Eulogy,10000000,70527,70527,Artisan,R,Comedy,Michael Clancy,Michael Clancy,"Ray Romano, Jesse Bradford, Hank Azaria",91 min,English,"United Kingdom, Germany, United States",N/A,https://m.media-amazon.com/images/M/MV5BMTczMDA1MjEzOF5BMl5BanBnXkFtZTcwNjIwMDEwNQ@@._V1_SX300.jpg,34,6.4,"9,201","$75,076 "
2518,2519,11/7/2014,Elsa & Fred,10000000,67657,109144,Alchemy,PG-13,Comedy,Marja Pensala,Marja Pensala,"Juha Olavinen, Pirjo Ravattinen",5 min,Finnish,Finland,1 nomination,https://m.media-amazon.com/images/M/MV5BY2I4YzUwNTMtMzcyNS00ZjUxLWIwMzktNjBhN2JhMmU5NzdhXkEyXkFqcGdeQXVyNDcwMzU5NDE@._V1_SX300.jpg,N/A,7.1,36,N/A
2519,2520,8/28/2009,The Open Road,10000000,19716,19716,Anchor Bay Entertai…,PG-13,Drama,Michael Meredith,Michael Meredith,"Justin Timberlake, Ted Danson, Harry Dean Stanton",90 min,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTM1NDc5NzYwOF5BMl5BanBnXkFtZTcwMzc5Mzc3Mg@@._V1_SX300.jpg,47,5.5,"3,681","$19,716 "
